source,target,mor
Ahr,Cyp1a1,1.0
Ahr,Cyp1a2,1.0
Ahr,Cyp1b1,1.0
Ahr,Fos,1.0
Ahr,Myc,1.0
Ahr,Ugt1a6a,1.0
Ahr,Ugt1a6b,1.0
Ahr,Ugt1a7c,1.0
Ahr,Asap1,1.0
Ahr,Erg,1.0
Ahr,Vgll4,1.0
Ar,1700025G04Rik,1.0
Ar,Abce1,1.0
Ar,Acad10,1.0
Ar,Acad12,1.0
Ar,Acpp,1.0
Ar,Ahsg,1.0
Ar,Akr1b3,1.0
Ar,Akt1,1.0
Ar,Anapc10,1.0
Ar,Ap2m1,1.0
Ar,Appbp2,1.0
Ar,Atf6,1.0
Ar,Atm,1.0
Ar,Atp2b4,1.0
Ar,Babam2,1.0
Ar,Banf1,1.0
Ar,Btd,1.0
Ar,Ccng2,1.0
Ar,Cd4,1.0
Ar,Cdc6,1.0
Ar,Cdh2,1.0
Ar,Cdkl5,1.0
Ar,Cdkn1a,1.0
Ar,Cited2,1.0
Ar,Coasy,1.0
Ar,Cpt2,1.0
Ar,Crisp4,1.0
Ar,Dbi,1.0
Ar,Ddc,1.0
Ar,Ddt,1.0
Ar,Dhx15,1.0
Ar,Eef1akmt3,1.0
Ar,Egfr,1.0
Ar,Eif3i,1.0
Ar,Elf3,1.0
Ar,Erbb3,1.0
Ar,Esrra,1.0
Ar,Etl4,-1.0
Ar,Eya2,1.0
Ar,Fam13a,1.0
Ar,Fam174b,1.0
Ar,Fkbp5,1.0
Ar,Foxa1,1.0
Ar,Fxyd3,1.0
Ar,Glrx,1.0
Ar,Gnl1,1.0
Ar,Grb10,1.0
Ar,Gtf2f1,1.0
Ar,H2-Bl,1.0
Ar,H2-Q5,1.0
Ar,Hes1,1.0
Ar,Hk2,1.0
Ar,Hnrnpa1,1.0
Ar,Hsd17b11,1.0
Ar,Ifi35,1.0
Ar,Igf1r,1.0
Ar,Igfbp3,1.0
Ar,Il1r1,1.0
Ar,Jun,1.0
Ar,Kcnh2,1.0
Ar,Klf5,1.0
Ar,Klk4,1.0
Ar,Krt18,1.0
Ar,Krt8,1.0
Ar,Lifr,1.0
Ar,Med1,1.0
Ar,Mmp13,1.0
Ar,Mrps27,1.0
Ar,Mt2,1.0
Ar,Muc1,-1.0
Ar,Myc,1.0
Ar,Ncoa2,-1.0
Ar,Ndrg1,1.0
Ar,Nkx3-1,1.0
Ar,Nme7,1.0
Ar,Npat,1.0
Ar,Npepps,1.0
Ar,Nup214,1.0
Ar,Orm1,1.0
Ar,Orm2,1.0
Ar,Orm3,1.0
Ar,Pex6,1.0
Ar,Pgc,1.0
Ar,Pigr,1.0
Ar,Pin1,1.0
Ar,Pin1rt1,1.0
Ar,Pmaip1,1.0
Ar,Pmepa1,1.0
Ar,Pnrc1,1.0
Ar,Ppp2r5d,1.0
Ar,Prkcd,1.0
Ar,Prps1,1.0
Ar,Prps1l3,1.0
Ar,Ptgs2,-1.0
Ar,Ptpn9,1.0
Ar,Ptprm,1.0
Ar,Qsox1,1.0
Ar,Rbmx,1.0
Ar,Rbmxl1,1.0
Ar,Rbpms,1.0
Ar,Rela,-1.0
Ar,Rnase4,1.0
Ar,Scap,1.0
Ar,Scnn1a,1.0
Ar,Sdf2,1.0
Ar,Serpinb5,-1.0
Ar,Serpini1,1.0
Ar,Slc25a11,1.0
Ar,Smarca2,1.0
Ar,Sms,1.0
Ar,Snai2,1.0
Ar,Sord,1.0
Ar,Sox4,1.0
Ar,Spdef,1.0
Ar,Stk39,1.0
Ar,Stxbp2,1.0
Ar,Suox,1.0
Ar,Susd6,1.0
Ar,Tesk1,1.0
Ar,Thra,1.0
Ar,Tmprss2,1.0
Ar,Tnfrsf1a,1.0
Ar,Trps1,1.0
Ar,Ubc,1.0
Ar,Ube2d3,1.0
Ar,Vapa,1.0
Ar,Vegfa,1.0
Ar,Xpa,1.0
Ar,Zbtb16,1.0
Ar,Zcchc9,1.0
Ar,Zfhx4,1.0
Arid2,Agtpbp1,1.0
Arid2,Atxn7,1.0
Arid2,Baz2a,1.0
Arid2,Bbx,1.0
Arid2,Cacul1,1.0
Arid2,Cdk17,1.0
Arid2,Chd2,1.0
Arid2,Chd9,1.0
Arid2,Cpsf6,1.0
Arid2,Foxj3,1.0
Arid2,Hnrnph1,1.0
Arid2,Hnrnpl,1.0
Arid2,Jmjd1c,1.0
Arid2,Lrp6,1.0
Arid2,Map4k5,1.0
Arid2,Mllt10,1.0
Arid2,Msi2,1.0
Arid2,Ncoa2,1.0
Arid2,Nfat5,1.0
Arid2,Pawr,1.0
Arid2,Rbpj,1.0
Arid2,Rcor3,1.0
Arid2,Siah1a,1.0
Arid2,Siah1b,1.0
Arid2,Sos1,1.0
Arid2,Tial1,1.0
Arid2,Tnpo1,1.0
Arid2,Usp3,1.0
Arid2,Wac,1.0
Arid2,Zcchc2,1.0
Arid2,Zfp131,1.0
Arid3a,Ighv1-11,1.0
Arid3a,Ighv1-12,1.0
Arid3a,Ighv1-15,1.0
Arid3a,Ighv1-16,1.0
Arid3a,Ighv1-18,1.0
Arid3a,Ighv1-19,1.0
Arid3a,Ighv1-20,1.0
Arid3a,Ighv1-22,1.0
Arid3a,Ighv1-23,1.0
Arid3a,Ighv1-24,1.0
Arid3a,Ighv1-26,1.0
Arid3a,Ighv1-31,1.0
Arid3a,Ighv1-34,1.0
Arid3a,Ighv1-36,1.0
Arid3a,Ighv1-37,1.0
Arid3a,Ighv1-39,1.0
Arid3a,Ighv1-4,1.0
Arid3a,Ighv1-42,1.0
Arid3a,Ighv1-43,1.0
Arid3a,Ighv1-47,1.0
Arid3a,Ighv1-49,1.0
Arid3a,Ighv1-5,1.0
Arid3a,Ighv1-50,1.0
Arid3a,Ighv1-52,1.0
Arid3a,Ighv1-53,1.0
Arid3a,Ighv1-54,1.0
Arid3a,Ighv1-55,1.0
Arid3a,Ighv1-56,1.0
Arid3a,Ighv1-58,1.0
Arid3a,Ighv1-59,1.0
Arid3a,Ighv1-61,1.0
Arid3a,Ighv1-62-1,1.0
Arid3a,Ighv1-62-2,1.0
Arid3a,Ighv1-62-3,1.0
Arid3a,Ighv1-63,1.0
Arid3a,Ighv1-64,1.0
Arid3a,Ighv1-66,1.0
Arid3a,Ighv1-67,1.0
Arid3a,Ighv1-69,1.0
Arid3a,Ighv1-7,1.0
Arid3a,Ighv1-71,1.0
Arid3a,Ighv1-72,1.0
Arid3a,Ighv1-74,1.0
Arid3a,Ighv1-75,1.0
Arid3a,Ighv1-76,1.0
Arid3a,Ighv1-77,1.0
Arid3a,Ighv1-78,1.0
Arid3a,Ighv1-80,1.0
Arid3a,Ighv1-81,1.0
Arid3a,Ighv1-82,1.0
Arid3a,Ighv1-84,1.0
Arid3a,Ighv1-85,1.0
Arid3a,Ighv1-9,1.0
Arid3a,Ighv14-1,1.0
Arid3a,Ighv14-2,1.0
Arid3a,Ighv14-3,1.0
Arid3a,Ighv14-4,1.0
Arid3a,Ighv15-2,1.0
Arnt,Bhlhe40,1.0
Arnt,Cyp1b1,1.0
Arnt,Epo,1.0
Arnt,Ldha,1.0
Arnt,Ugt1a6a,1.0
Arnt,Ugt1a6b,1.0
Arnt,Ugt1a7c,1.0
Arnt,Vegfa,1.0
Arnt,Angpt1,1.0
Arnt,Esr1,1.0
Arntl,Avp,1.0
Arntl,Bhlhe40,1.0
Arntl,Cry1,1.0
Arntl,Cry2,1.0
Arntl,Dbp,1.0
Arntl,Nr1d1,1.0
Arntl,Nr1d2,1.0
Arntl,Per1,1.0
Arntl,Per2,1.0
Arntl,Per3,1.0
Ascl1,Pcsk6,-1.0
Ascl1,Adcy5,1.0
Ascl1,Adgrg1,1.0
Ascl1,Agbl4,1.0
Ascl1,Ank1,1.0
Ascl1,Arhgef10l,1.0
Ascl1,Atp11a,1.0
Ascl1,Bahcc1,1.0
Ascl1,Ccdc57,1.0
Ascl1,Ccdc88b,1.0
Ascl1,Ccdc88c,1.0
Ascl1,Ccny,1.0
Ascl1,Chrnb4,1.0
Ascl1,Cplx2,1.0
Ascl1,Dlgap4,1.0
Ascl1,Fam129b,1.0
Ascl1,Fam13a,1.0
Ascl1,Farp1,1.0
Ascl1,Fhl2,1.0
Ascl1,Golm1,1.0
Ascl1,Hpcal1,1.0
Ascl1,Iqsec1,1.0
Ascl1,Kalrn,1.0
Ascl1,Lfng,1.0
Ascl1,Lgr6,1.0
Ascl1,Mprip,1.0
Ascl1,Myo7a,1.0
Ascl1,Ncor2,1.0
Ascl1,Nol4l,1.0
Ascl1,Pgs1,1.0
Ascl1,Pkp1,1.0
Ascl1,Pla2g6,1.0
Ascl1,Plxna2,1.0
Ascl1,Ppm1h,1.0
Ascl1,Ptprd,1.0
Ascl1,Ptprt,1.0
Ascl1,Rbfox3,1.0
Ascl1,Rnf165,1.0
Ascl1,Runx1,1.0
Ascl1,Smpd3,1.0
Ascl1,Spock1,1.0
Ascl1,St18,1.0
Ascl1,Tacc2,1.0
Ascl1,Tcf20,1.0
Ascl1,Tiam1,1.0
Ascl1,Tle5,1.0
Ascl1,Tmem132d,1.0
Ascl1,Tmem163,1.0
Ascl1,Tnr,1.0
Ascl1,Trio,1.0
Ascl1,Trp73,1.0
Ascl1,Vav2,1.0
Ascl1,Wscd1,1.0
Ascl1,Zdhhc14,1.0
Ascl1,Zfp957,1.0
Atf1,Bcl2,1.0
Atf1,Ccna1,-1.0
Atf1,Cftr,1.0
Atf1,Cga,1.0
Atf1,Ciita,1.0
Atf1,Erbb2,1.0
Atf1,Flt1,1.0
Atf1,Il10,1.0
Atf1,Ldha,1.0
Atf1,Map1lc3b,1.0
Atf1,Nts,1.0
Atf1,Pcsk1,1.0
Atf1,Plaur,1.0
Atf1,Slc20a1,1.0
Atf1,Tgfb2,1.0
Atf1,Th,1.0
Atf1,Top2a,1.0
Atf1,Ugt8a,1.0
Atf2,Apoc3,1.0
Atf2,Atf3,1.0
Atf2,Ccnd1,1.0
Atf2,Cdkn1a,1.0
Atf2,Dusp1,1.0
Atf2,Fn1,1.0
Atf2,Fos,1.0
Atf2,Ifnb1,1.0
Atf2,Ifng,1.0
Atf2,Impdh2,1.0
Atf2,Ins1,1.0
Atf2,Ins2,1.0
Atf2,Jun,1.0
Atf2,Mmp2,1.0
Atf2,Nos3,-1.0
Atf2,Nr4a2,1.0
Atf2,Pck1,1.0
Atf2,Pck2,1.0
Atf2,Plat,1.0
Atf2,Ptgs2,1.0
Atf2,Rb1,1.0
Atf2,Tgfb2,-1.0
Atf2,Tnf,1.0
Atf3,Asns,1.0
Atf3,Ccl5,-1.0
Atf3,Ddit3,1.0
Atf3,Gclc,-1.0
Atf3,Gdf15,1.0
Atf3,Id1,-1.0
Atf3,Ldlr,-1.0
Atf3,Sele,-1.0
Atf3,Stat3,-1.0
Atf3,Akap13,-1.0
Atf3,Anxa1,-1.0
Atf3,Bhlhe40,-1.0
Atf3,Coa7,-1.0
Atf3,Creb5,-1.0
Atf3,Elmsan1,-1.0
Atf3,Ets2,-1.0
Atf3,Fam49b,-1.0
Atf3,Glis3,-1.0
Atf3,Gna12,-1.0
Atf3,Hspb1,-1.0
Atf3,Kdm4c,-1.0
Atf3,Kdm6b,-1.0
Atf3,Klf6,-1.0
Atf3,Mapkap1,-1.0
Atf3,Mapre2,-1.0
Atf3,Med15,-1.0
Atf3,Myo18a,-1.0
Atf3,Nfia,-1.0
Atf3,Pcbp1,-1.0
Atf3,Pde4b,-1.0
Atf3,Per1,-1.0
Atf3,Prpf31,-1.0
Atf3,Ptp4a1,-1.0
Atf3,Rad9a,-1.0
Atf3,Rcan1,-1.0
Atf3,Runx1,-1.0
Atf3,Smox,-1.0
Atf3,Snd1,-1.0
Atf3,Spag9,-1.0
Atf3,Spred2,-1.0
Atf3,Srebf1,-1.0
Atf3,Sytl2,-1.0
Atf3,Tom1l2,-1.0
Atf3,Trib1,-1.0
Atf3,Tsc22d2,-1.0
Atf3,Ubc,-1.0
Atf3,Vgll4,-1.0
Atf3,Vmp1,-1.0
Atf3,Zbtb20,-1.0
Atf3,Zfp36l1,-1.0
Atf4,Asns,1.0
Atf4,Atf3,1.0
Atf4,Cebpb,1.0
Atf4,Chac1,1.0
Atf4,Ddit3,1.0
Atf4,Ddit4,1.0
Atf4,Ddr2,1.0
Atf4,Disc1,1.0
Atf4,Fgf21,1.0
Atf4,Hrk,1.0
Atf4,Mcl1,1.0
Atf4,Nupr1,1.0
Atf4,Ptgs2,1.0
Atf4,Trib3,1.0
Atf4,Vegfa,1.0
Atf6,Atp2a2,1.0
Atf6,Calr,1.0
Atf6,Ddit3,1.0
Atf6,Dnajc3,1.0
Atf6,Hsp90b1,1.0
Atf6,Hspa5,1.0
Atf6,Rtn3,1.0
Atf6,Sel1l,1.0
Atf6,Srf,1.0
Atf6,Xbp1,1.0
Atf7,Arid1a,1.0
Atf7,Arid1b,1.0
Atf7,Cmip,1.0
Atf7,Creb3l2,1.0
Atf7,Crebbp,1.0
Atf7,Depdc5,1.0
Atf7,Dst,1.0
Atf7,Eml2,1.0
Atf7,Exoc4,1.0
Atf7,Fam122c,1.0
Atf7,Igf1,1.0
Atf7,Kansl1,1.0
Atf7,Kdm4c,1.0
Atf7,Kpna6,1.0
Atf7,Mov10l1,1.0
Atf7,Msi2,1.0
Atf7,Nfia,1.0
Atf7,Phf21a,1.0
Atf7,Ptprs,1.0
Atf7,Snd1,1.0
Atf7,Tcf12,1.0
Atf7,Tead1,1.0
Atf7,Tnrc6b,1.0
Atf7,Trp53bp1,1.0
Atf7,Ube2h,1.0
Atf7,Xpo7,1.0
Atf7,Zfp36l1,1.0
Bach1,Hmox1,-1.0
Bach1,Aldoa,1.0
Bach1,Aldoart1,1.0
Bach1,Aldoart2,1.0
Bach1,Asap1,1.0
Bach1,Bicdl1,1.0
Bach1,Cdk6,1.0
Bach1,Clip4,1.0
Bach1,Dph6,1.0
Bach1,Gclc,1.0
Bach1,Ifrd1,1.0
Bach1,Kctd20,1.0
Bach1,Lbr,1.0
Bach1,Mafg,1.0
Bach1,Mapt,1.0
Bach1,Me1,1.0
Bach1,Msantd3,1.0
Bach1,Nqo2,1.0
Bach1,Phlda2,1.0
Bach1,Pik3cd,1.0
Bach1,Psap,1.0
Bach1,Slc48a1,1.0
Bach1,Slc7a11,1.0
Bach1,Slx4ip,1.0
Bach1,Smarca4,1.0
Bach1,Sqstm1,1.0
Bach1,Ssc4d,1.0
Bach1,Synj2,1.0
Bach1,Tnfaip2,1.0
Bach1,Trim56,1.0
Bach2,Il2,1.0
Bach2,Ripor2,1.0
Bach2,Ap1b1,1.0
Bach2,Arhgef3,1.0
Bach2,Coq8b,1.0
Bach2,Daam1,1.0
Bach2,Egln3,1.0
Bach2,Eps15l1,1.0
Bach2,Ercc1,1.0
Bach2,Ets1,1.0
Bach2,Foxo3,1.0
Bach2,Gstp1,1.0
Bach2,Gstp2,1.0
Bach2,Hivep2,1.0
Bach2,Ifrd1,1.0
Bach2,Itpkb,1.0
Bach2,Jmjd1c,1.0
Bach2,Kctd20,1.0
Bach2,Klhl21,1.0
Bach2,Lbr,1.0
Bach2,Lrrk2,1.0
Bach2,Mafg,1.0
Bach2,Mgat5,1.0
Bach2,Mybpc1,1.0
Bach2,Osbpl10,1.0
Bach2,Plxnd1,1.0
Bach2,Prdm10,1.0
Bach2,Prdm2,1.0
Bach2,Psap,1.0
Bach2,Purb,1.0
Bach2,Rasal3,1.0
Bach2,Rassf2,1.0
Bach2,Rgs3,1.0
Bach2,Rp1,1.0
Bach2,Sema4d,1.0
Bach2,Siah2,1.0
Bach2,Slc16a6,1.0
Bach2,Slc6a6,1.0
Bach2,Slc7a7,1.0
Bach2,Snx25,1.0
Bach2,Sqstm1,1.0
Bach2,Swap70,1.0
Bach2,Tbk1,1.0
Bach2,Tcf4,1.0
Bach2,Tex19.1,1.0
Bach2,Tex19.2,1.0
Bach2,Tnfsf9,1.0
Bach2,Tuba4a,1.0
Bach2,Txlnb,1.0
Bach2,Zhx2,1.0
Batf,Tnfrsf8,1.0
Batf,Apbb1ip,1.0
Batf,Arhgap25,1.0
Batf,Cacnb4,1.0
Batf,Ccr7,1.0
Batf,Ctsc,1.0
Batf,Dennd1a,1.0
Batf,Dmd,1.0
Batf,Dock2,1.0
Batf,Elf1,1.0
Batf,Fam49b,1.0
Batf,Fggy,1.0
Batf,Gsap,1.0
Batf,Ier5,1.0
Batf,Ikzf1,1.0
Batf,Ikzf3,1.0
Batf,Il1r1,1.0
Batf,Il1r2,1.0
Batf,Kcnma1,1.0
Batf,Lamc1,1.0
Batf,Laptm5,1.0
Batf,Map3k5,1.0
Batf,Nabp1,1.0
Batf,Ncoa1,1.0
Batf,Nek6,1.0
Batf,Nfkb1,1.0
Batf,Nrcam,1.0
Batf,Pik3ap1,1.0
Batf,Pik3r5,1.0
Batf,Prkcb,1.0
Batf,Prkch,1.0
Batf,Ptpn2,1.0
Batf,Rabgap1l,1.0
Batf,Rapgef1,1.0
Batf,Rbm47,1.0
Batf,Rhoh,1.0
Batf,Rin3,1.0
Batf,Ripor2,1.0
Batf,Runx1,1.0
Batf,Samsn1,1.0
Batf,Slamf1,1.0
Batf,St3gal1,1.0
Batf,St6gal1,1.0
Batf,St7,1.0
Batf,Stk10,1.0
Batf,Tbxas1,1.0
Batf,Trim2,1.0
Batf,Vopp1,1.0
Bcl11a,Ampd3,1.0
Bcl11a,Cacna1e,1.0
Bcl11a,Ccdc88c,1.0
Bcl11a,Cdyl,1.0
Bcl11a,Cntnap2,1.0
Bcl11a,Elmo1,1.0
Bcl11a,Ephb1,1.0
Bcl11a,Etv6,1.0
Bcl11a,Gdi2,1.0
Bcl11a,Gpr15,1.0
Bcl11a,Igf1r,1.0
Bcl11a,Jarid2,1.0
Bcl11a,Kdm2b,1.0
Bcl11a,Klhl6,1.0
Bcl11a,Lcp1,1.0
Bcl11a,Map3k8,1.0
Bcl11a,Nfic,1.0
Bcl11a,Obscn,1.0
Bcl11a,Pax5,1.0
Bcl11a,Pde1c,1.0
Bcl11a,Pik3ap1,1.0
Bcl11a,Ppp2r5c,1.0
Bcl11a,Prkcb,1.0
Bcl11a,Runx3,1.0
Bcl11a,Slc12a8,1.0
Bcl11a,Sorl1,1.0
Bcl11a,Sp100,1.0
Bcl11a,Syne2,1.0
Bcl11a,Tbc1d4,1.0
Bcl11a,Tle4,1.0
Bcl11a,Trak1,1.0
Bcl11a,Zfp365,1.0
Bcl11a,Zmiz1,1.0
Bcl11a,Zmynd8,1.0
Bcl6,Ccnd2,-1.0
Bcl6,Hdac7,-1.0
Bcl6,Irf4,-1.0
Bcl6,Litaf,-1.0
Bcl6,Prdm1,-1.0
Bcl6,Foxo3,-1.0
Bcl6,Ank3,-1.0
Bcl6,Arhgap26,-1.0
Bcl6,Arid5b,-1.0
Bcl6,Brd4,-1.0
Bcl6,Cabin1,-1.0
Bcl6,Cbfa2t3,-1.0
Bcl6,Ccnd3,-1.0
Bcl6,Cflar,-1.0
Bcl6,Dennd3,-1.0
Bcl6,Dusp22,-1.0
Bcl6,Eipr1,-1.0
Bcl6,Gfod1,-1.0
Bcl6,Gmds,-1.0
Bcl6,Gpcpd1,-1.0
Bcl6,Hdac4,-1.0
Bcl6,Il4ra,-1.0
Bcl6,Jade1,-1.0
Bcl6,Ldlr,-1.0
Bcl6,Lpp,-1.0
Bcl6,Map3k8,-1.0
Bcl6,Mapkapk3,-1.0
Bcl6,Ncoa7,-1.0
Bcl6,Osbpl10,-1.0
Bcl6,Plcg2,-1.0
Bcl6,Rhoq,-1.0
Bcl6,Rnf213,-1.0
Bcl6,Sema4b,-1.0
Bcl6,Sla,-1.0
Bcl6,St3gal1,-1.0
Bcl6,Syne2,-1.0
Bcl6,Sypl,-1.0
Bcl6,Tcf3,-1.0
Bcl6,Tle3,-1.0
Bcl6,Tnk2,-1.0
Bcl6,Tns3,-1.0
Bcl6,Tpm4,-1.0
Bcl6,Ubald2,-1.0
Bcl6,Umodl1,-1.0
Bcl6,Zfat,-1.0
Bhlhe22,Adam33,-1.0
Bhlhe22,Adgra2,-1.0
Bhlhe22,Aebp1,-1.0
Bhlhe22,Aldh1a2,-1.0
Bhlhe22,Ap3d1,-1.0
Bhlhe22,Arsb,-1.0
Bhlhe22,Baz2a,-1.0
Bhlhe22,Cdyl,-1.0
Bhlhe22,Elf4,-1.0
Bhlhe22,Gas7,-1.0
Bhlhe22,Igf1r,-1.0
Bhlhe22,Kcnn3,-1.0
Bhlhe22,Lsp1,-1.0
Bhlhe22,Mylk,-1.0
Bhlhe22,Pacs1,-1.0
Bhlhe22,Pcdhgc3,-1.0
Bhlhe22,Plcl2,-1.0
Bhlhe22,Ptprj,-1.0
Bhlhe22,Sh3kbp1,-1.0
Bhlhe22,Spon2,-1.0
Bhlhe22,Syne2,-1.0
Bhlhe40,Nr4a1,-1.0
Bhlhe40,Abcc1,-1.0
Bhlhe40,Acap3,-1.0
Bhlhe40,Actb,-1.0
Bhlhe40,Ankrd11,-1.0
Bhlhe40,Arhgef3,-1.0
Bhlhe40,Bcl3,-1.0
Bhlhe40,Bcor,-1.0
Bhlhe40,Ccdc57,-1.0
Bhlhe40,Cd83,-1.0
Bhlhe40,Cdkn1a,-1.0
Bhlhe40,Creb5,-1.0
Bhlhe40,Csk,-1.0
Bhlhe40,Cttn,-1.0
Bhlhe40,Cux1,-1.0
Bhlhe40,Dlgap1,-1.0
Bhlhe40,Egln3,-1.0
Bhlhe40,Elmsan1,-1.0
Bhlhe40,Fkbp5,-1.0
Bhlhe40,Flnb,-1.0
Bhlhe40,Gdf15,-1.0
Bhlhe40,Gfod1,-1.0
Bhlhe40,Gna12,-1.0
Bhlhe40,Hes1,-1.0
Bhlhe40,Id2,-1.0
Bhlhe40,Irf2bp2,-1.0
Bhlhe40,Jmjd1c,-1.0
Bhlhe40,Ldlr,-1.0
Bhlhe40,Map2k3,-1.0
Bhlhe40,Mical3,-1.0
Bhlhe40,Nemp1,-1.0
Bhlhe40,Nr1d1,-1.0
Bhlhe40,Parvb,-1.0
Bhlhe40,Pfkfb3,-1.0
Bhlhe40,Pim1,-1.0
Bhlhe40,Plec,-1.0
Bhlhe40,Ralgds,-1.0
Bhlhe40,Rara,-1.0
Bhlhe40,Rassf5,-1.0
Bhlhe40,Rgs9,-1.0
Bhlhe40,Sema4b,-1.0
Bhlhe40,Sh3bp2,-1.0
Bhlhe40,Slc16a3,-1.0
Bhlhe40,Slc37a1,-1.0
Bhlhe40,Slc7a5,-1.0
Bhlhe40,Smad7,-1.0
Bhlhe40,Snap47,-1.0
Bhlhe40,Src,-1.0
Bhlhe40,Srcin1,-1.0
Bhlhe40,Sub1,-1.0
Bhlhe40,Synj2,-1.0
Bhlhe40,Tle3,-1.0
Bhlhe40,Tnfsf9,-1.0
Bhlhe40,Trappc9,-1.0
Bhlhe40,Ube2d3,-1.0
Bhlhe40,Vgll4,-1.0
Bhlhe40,Xxylt1,-1.0
Bhlhe40,Zfp36l1,-1.0
Cdx2,Abcb1a,1.0
Cdx2,Abcb1b,1.0
Cdx2,Axin2,1.0
Cdx2,Cdh17,1.0
Cdx2,Cftr,1.0
Cdx2,Dsc2,1.0
Cdx2,Gucy2c,1.0
Cdx2,Klf4,1.0
Cdx2,Lct,1.0
Cdx2,Reg4,1.0
Cdx2,Sis,1.0
Cdx2,Slc15a1,1.0
Cdx2,Slc9a2,1.0
Cdx2,Slc9a3,1.0
Cdx2,Ugt1a10,1.0
Cdx2,Ugt1a8,1.0
Cdx2,Ugt1a9,1.0
Cebpa,9130401M01Rik,1.0
Cebpa,Abcb1a,1.0
Cebpa,Abcb1b,1.0
Cebpa,Abcc1,1.0
Cebpa,Acaca,1.0
Cebpa,Acacb,1.0
Cebpa,Ace,1.0
Cebpa,Aebp1,1.0
Cebpa,Afp,1.0
Cebpa,Agt,1.0
Cebpa,Agxt,1.0
Cebpa,Alb,1.0
Cebpa,Alox5ap,1.0
Cebpa,Apbb1ip,1.0
Cebpa,Apoa1,1.0
Cebpa,Apob,1.0
Cebpa,Apoc3,1.0
Cebpa,Bcl2,1.0
Cebpa,Ccnb1,1.0
Cebpa,Ccnd1,1.0
Cebpa,Ccne1,1.0
Cebpa,Cdh13,1.0
Cebpa,Cdk2,1.0
Cebpa,Cdkn1a,1.0
Cebpa,Ces1b,1.0
Cebpa,Ces1c,1.0
Cebpa,Ces1d,1.0
Cebpa,Ces1g,1.0
Cebpa,Ces1h,1.0
Cebpa,Cftr,1.0
Cebpa,Comt,1.0
Cebpa,Cps1,1.0
Cebpa,Creb1,1.0
Cebpa,Crmp1,1.0
Cebpa,Csf1,1.0
Cebpa,Csf3r,1.0
Cebpa,Csn2,1.0
Cebpa,Csrp1,1.0
Cebpa,Cxcr2,1.0
Cebpa,E2f2,1.0
Cebpa,E2f3,1.0
Cebpa,Edn1,1.0
Cebpa,Ehhadh,1.0
Cebpa,Elane,1.0
Cebpa,Eln,1.0
Cebpa,Enpp3,1.0
Cebpa,Epo,1.0
Cebpa,Epx,1.0
Cebpa,F3,1.0
Cebpa,F9,1.0
Cebpa,Fas,1.0
Cebpa,Fasn,1.0
Cebpa,Fga,1.0
Cebpa,Fgl2,1.0
Cebpa,Fn1,1.0
Cebpa,Foxa2,1.0
Cebpa,Gadd45a,1.0
Cebpa,Gdnf,1.0
Cebpa,Gls2,1.0
Cebpa,Gpx4,1.0
Cebpa,Gsk3a,1.0
Cebpa,Gsk3b,1.0
Cebpa,Gucy2c,1.0
Cebpa,Hamp,1.0
Cebpa,Hamp2,1.0
Cebpa,Hmgb1,1.0
Cebpa,Hnf4a,1.0
Cebpa,Homer3,1.0
Cebpa,Hp,1.0
Cebpa,Hpx,1.0
Cebpa,Hsd17b11,1.0
Cebpa,Hspa4,1.0
Cebpa,Icam1,1.0
Cebpa,Id1,1.0
Cebpa,Igf1,1.0
Cebpa,Igf2,1.0
Cebpa,Igfbp1,1.0
Cebpa,Il10,1.0
Cebpa,Il12b,1.0
Cebpa,Il1a,1.0
Cebpa,Il3,1.0
Cebpa,Il4,1.0
Cebpa,Il5,1.0
Cebpa,Il6,1.0
Cebpa,Insr,1.0
Cebpa,Irs1,1.0
Cebpa,Itga2,1.0
Cebpa,Itgal,1.0
Cebpa,Itgax,1.0
Cebpa,Itgb2,1.0
Cebpa,Kat7,1.0
Cebpa,Kcnh8,1.0
Cebpa,Kcnma1,1.0
Cebpa,Lbp,1.0
Cebpa,Ldlr,1.0
Cebpa,Lep,1.0
Cebpa,Lipc,1.0
Cebpa,Ltf,1.0
Cebpa,Mad1l1,1.0
Cebpa,Mat2a,1.0
Cebpa,Mme,1.0
Cebpa,Mmp11,1.0
Cebpa,Msr1,1.0
Cebpa,Mybl1,1.0
Cebpa,Myc,-1.0
Cebpa,Nfya,1.0
Cebpa,Nfyc,1.0
Cebpa,Nr5a1,1.0
Cebpa,Pck1,1.0
Cebpa,Pck2,1.0
Cebpa,Pcna,1.0
Cebpa,Per2,1.0
Cebpa,Pparg,1.0
Cebpa,Ptgs2,1.0
Cebpa,Rb1,1.0
Cebpa,Scd2,1.0
Cebpa,Scd4,1.0
Cebpa,Serpinc1,1.0
Cebpa,Sftpd,1.0
Cebpa,Slc10a1,1.0
Cebpa,Slc9a1,1.0
Cebpa,Smyd2,1.0
Cebpa,Socs3,1.0
Cebpa,Sod1,1.0
Cebpa,Sp1,1.0
Cebpa,Spi1,1.0
Cebpa,Spidr,1.0
Cebpa,Spp1,1.0
Cebpa,Srebf1,1.0
Cebpa,Srebf2,1.0
Cebpa,Star,1.0
Cebpa,Stat3,1.0
Cebpa,Thoc1,1.0
Cebpa,Timp2,1.0
Cebpa,Tk1,1.0
Cebpa,Tnfaip3,1.0
Cebpa,Tnfrsf1a,1.0
